query,length,numDigits,numPeriods,numDashes,includesCom,includesNet,includesOrg,includesEdu,includesCdn,includesAds,label
syndication.twitter.com,23,0,2,0,1,0,0,0,0,0,0
syndication.twitter.com,23,0,2,0,1,0,0,0,0,0,0
skype.com,9,0,1,0,1,0,0,0,0,0,1
skype.com,9,0,1,0,1,0,0,0,0,0,1
skype.com,9,0,1,0,1,0,0,0,0,0,1
skype.com,9,0,1,0,1,0,0,0,0,0,1
skype.com,9,0,1,0,1,0,0,0,0,0,1
summerhamster.com,17,0,1,0,1,0,0,0,0,0,0
summerhamster.com,17,0,1,0,1,0,0,0,0,0,0
skype.com,9,0,1,0,1,0,0,0,0,0,1
secure.skypeassets.com,22,0,2,0,1,0,0,0,0,0,0
skype.com,9,0,1,0,1,0,0,0,0,0,1
swc.cdn.skype.com,17,0,3,0,1,0,0,0,1,0,0
a.lw.skype.com,14,0,3,0,1,0,0,0,0,0,0
swc.cdn.skype.com,17,0,3,0,1,0,0,0,1,0,0
a.lw.skype.com,14,0,3,0,1,0,0,0,0,0,0
login.live.com,14,0,2,0,1,0,0,0,0,0,0
c.s-microsoft.com,17,0,2,1,1,0,0,0,0,0,0
login.live.com,14,0,2,0,1,0,0,0,0,0,0
web.vortex.data.microsoft.com,29,0,4,0,1,0,0,0,0,0,0
web.vortex.data.microsoft.com,29,0,4,0,1,0,0,0,0,0,0
secure.skypeassets.com,22,0,2,0,1,0,0,0,0,0,0
c.s-microsoft.com,17,0,2,1,1,0,0,0,0,0,0
browser.pipe.aria.microsoft.com,31,0,4,0,1,0,0,0,0,0,0
browser.pipe.aria.microsoft.com,31,0,4,0,1,0,0,0,0,0,0
uhf.microsoft.com,17,0,2,0,1,0,0,0,0,0,0
statics-uhf-eus.akamaized.net,29,0,2,2,0,1,0,0,0,0,0
uhf.microsoft.com,17,0,2,0,1,0,0,0,0,0,0
uhf.microsoft.com,17,0,2,0,1,0,0,0,0,0,0
statics-uhf-eus.akamaized.net,29,0,2,2,0,1,0,0,0,0,0
statics-uhf-eus.akamaized.net,29,0,2,2,0,1,0,0,0,0,0
c.s-microsoft.com,17,0,2,1,1,0,0,0,0,0,0
secure.skypeassets.com,22,0,2,0,1,0,0,0,0,0,0
cnbc.com,8,0,1,0,1,0,0,0,0,0,1
cnbc.com,8,0,1,0,1,0,0,0,0,0,1
cnbc.com,8,0,1,0,1,0,0,0,0,0,1
cnbc.com,8,0,1,0,1,0,0,0,0,0,1
cnbc.com,8,0,1,0,1,0,0,0,0,0,1
static-redesign.cnbcfm.com,26,0,2,1,1,0,0,0,0,0,0
as-sec.casalemedia.com,22,0,2,1,1,0,0,0,0,0,0
as-sec.casalemedia.com,22,0,2,1,1,0,0,0,0,0,0
mps.nbcuni.com,14,0,2,0,1,0,0,0,0,0,0
static-redesign.cnbcfm.com,26,0,2,1,1,0,0,0,0,0,0
mps.nbcuni.com,14,0,2,0,1,0,0,0,0,0,0
js.cnbcfm.com,13,0,2,0,1,0,0,0,0,0,0
mps.nbcuni.com,14,0,2,0,1,0,0,0,0,0,0
sc.cnbcfm.com,13,0,2,0,1,0,0,0,0,0,0
js.cnbcfm.com,13,0,2,0,1,0,0,0,0,0,0
static-redesign.cnbcfm.com,26,0,2,1,1,0,0,0,0,0,0
static-redesign.cnbcfm.com,26,0,2,1,1,0,0,0,0,0,0
sc.cnbcfm.com,13,0,2,0,1,0,0,0,0,0,0
cnbc.com,8,0,1,0,1,0,0,0,0,0,1
cnbc.com,8,0,1,0,1,0,0,0,0,0,1
js.cnbcfm.com,13,0,2,0,1,0,0,0,0,0,0
sc.cnbcfm.com,13,0,2,0,1,0,0,0,0,0,0
fm.cnbc.com,11,0,2,0,1,0,0,0,0,0,0
fm.cnbc.com,11,0,2,0,1,0,0,0,0,0,0
fm.cnbc.com,11,0,2,0,1,0,0,0,0,0,0
pdk.theplatform.com,19,0,2,0,1,0,0,0,0,0,0
surf.nbcuni.com,15,0,2,0,1,0,0,0,0,0,0
mps.cnbc.com,12,0,2,0,1,0,0,0,0,0,0
st.dynamicyield.com,19,0,2,0,1,0,0,0,0,0,0
st.dynamicyield.com,19,0,2,0,1,0,0,0,0,0,0
pdk.theplatform.com,19,0,2,0,1,0,0,0,0,0,0
surf.nbcuni.com,15,0,2,0,1,0,0,0,0,0,0
mps.cnbc.com,12,0,2,0,1,0,0,0,0,0,0
pdk.theplatform.com,19,0,2,0,1,0,0,0,0,0,0
surf.nbcuni.com,15,0,2,0,1,0,0,0,0,0,0
mps.cnbc.com,12,0,2,0,1,0,0,0,0,0,0
mps.cnbc.com,12,0,2,0,1,0,0,0,0,0,0
static.dynamicyield.com,23,0,2,0,1,0,0,0,0,0,0
static.dynamicyield.com,23,0,2,0,1,0,0,0,0,0,0
px.dynamicyield.com,19,0,2,0,1,0,0,0,0,0,0
px.dynamicyield.com,19,0,2,0,1,0,0,0,0,0,0
static.criteo.net,17,0,2,0,0,1,0,0,0,0,0
static.criteo.net,17,0,2,0,0,1,0,0,0,0,0
usasync01.admantx.com,21,2,2,0,1,0,0,0,0,0,0
usasync01.admantx.com,21,2,2,0,1,0,0,0,0,0,0
nbcudigitaladops.com,20,0,1,0,1,0,0,0,0,0,0
usasync01.admantx.com,21,2,2,0,1,0,0,0,0,0,0
nbcudigitaladops.com,20,0,1,0,1,0,0,0,0,0,0
nbcudigitaladops.com,20,0,1,0,1,0,0,0,0,0,0
webql-redesign.cnbcfm.com,25,0,2,1,1,0,0,0,0,0,0
webql-redesign.cnbcfm.com,25,0,2,1,1,0,0,0,0,0,0
sofia.trustx.org,16,0,2,0,0,0,1,0,0,0,0
sofia.trustx.org,16,0,2,0,0,0,1,0,0,0,0
usnews.com,10,0,1,0,1,0,0,0,0,0,1
usnews.com,10,0,1,0,1,0,0,0,0,0,1
usnews.com,10,0,1,0,1,0,0,0,0,0,1
usnews.com,10,0,1,0,1,0,0,0,0,0,1
usnews.com,10,0,1,0,1,0,0,0,0,0,1
usnews.com,10,0,1,0,1,0,0,0,0,0,1
usnews.com,10,0,1,0,1,0,0,0,0,0,1
usnews.com,10,0,1,0,1,0,0,0,0,0,1
ocsp.netsolssl.com,18,0,2,0,1,1,0,0,0,0,0
ocsp.netsolssl.com,18,0,2,0,1,1,0,0,0,0,0
cdn.tinypass.com,16,0,2,0,1,0,0,0,1,0,0
cdn.tinypass.com,16,0,2,0,1,0,0,0,1,0,0
nervoussummer.com,17,0,1,0,1,0,0,0,0,0,0
data.queryly.com,16,0,2,0,1,0,0,0,0,0,0
data.queryly.com,16,0,2,0,1,0,0,0,0,0,0
ak.sail-horizon.com,19,0,2,1,1,0,0,0,0,0,0
ak.sail-horizon.com,19,0,2,1,1,0,0,0,0,0,0
nervoussummer.com,17,0,1,0,1,0,0,0,0,0,0
nervoussummer.com,17,0,1,0,1,0,0,0,0,0,0
rules.quantcount.com,20,0,2,0,1,0,0,0,0,0,0
rules.quantcount.com,20,0,2,0,1,0,0,0,0,0,0
nbcu.demdex.net,15,0,2,0,0,1,0,0,0,0,0
osimg.nbcuni.com,16,0,2,0,1,0,0,0,0,0,0
nbcu.demdex.net,15,0,2,0,0,1,0,0,0,0,0
osimg.nbcuni.com,16,0,2,0,1,0,0,0,0,0,0
srv-2018-12-11-17.config.parsely.com,36,10,3,4,1,0,0,0,0,0,0
srv-2018-12-11-17.config.parsely.com,36,10,3,4,1,0,0,0,0,0,0
osimg.nbcuni.com,16,0,2,0,1,0,0,0,0,0,0
code.jquery.com,15,0,2,0,1,0,0,0,0,0,0
code.jquery.com,15,0,2,0,1,0,0,0,0,0,0
usnews.com,10,0,1,0,1,0,0,0,0,0,1
usnews.com,10,0,1,0,1,0,0,0,0,0,1
api.sail-personalize.com,24,0,2,1,1,0,0,0,0,0,0
api.sail-personalize.com,24,0,2,1,1,0,0,0,0,0,0
presentation-sjc2.turn.com,26,1,2,1,1,0,0,0,0,0,0
presentation-sjc2.turn.com,26,1,2,1,1,0,0,0,0,0,0
s3.amazonaws.com,16,1,2,0,1,0,0,0,0,0,0
s3.amazonaws.com,16,1,2,0,1,0,0,0,0,0,0
usnews-d.openx.net,18,0,2,1,0,1,0,0,0,0,0
ads.rubiconproject.com,22,0,2,0,1,0,0,0,0,1,0
imasdk.googleapis.com,21,0,2,0,1,0,0,0,0,0,0
imasdk.googleapis.com,21,0,2,0,1,0,0,0,0,0,0
usnews-d.openx.net,18,0,2,1,0,1,0,0,0,0,0
usnews-d.openx.net,18,0,2,1,0,1,0,0,0,0,0
c.go-mpulse.net,15,0,2,1,0,1,0,0,0,0,0
c.go-mpulse.net,15,0,2,1,0,1,0,0,0,0,0
ads.rubiconproject.com,22,0,2,0,1,0,0,0,0,1,0
ads.rubiconproject.com,22,0,2,0,1,0,0,0,0,1,0
122.2o7.net,11,5,2,0,0,1,0,0,0,0,0
122.2o7.net,11,5,2,0,0,1,0,0,0,0,0
122.2o7.net,11,5,2,0,0,1,0,0,0,0,0
sqs.us-east-1.amazonaws.com,27,1,3,2,1,0,0,0,0,0,0
sqs.us-east-1.amazonaws.com,27,1,3,2,1,0,0,0,0,0,0
sqs.us-east-1.amazonaws.com,27,1,3,2,1,0,0,0,0,0,0
debian.org,10,0,1,0,0,0,1,0,0,0,1
debian.org,10,0,1,0,0,0,1,0,0,0,1
debian.org,10,0,1,0,0,0,1,0,0,0,1
debian.org,10,0,1,0,0,0,1,0,0,0,1
debian.org,10,0,1,0,0,0,1,0,0,0,1
flapi1.rubiconproject.com,25,1,2,0,1,0,0,0,0,0,0
flapi2.rubiconproject.com,25,1,2,0,1,0,0,0,0,0,0
flapi2.rubiconproject.com,25,1,2,0,1,0,0,0,0,0,0
debian.org,10,0,1,0,0,0,1,0,0,0,1
flapi1.rubiconproject.com,25,1,2,0,1,0,0,0,0,0,0
flapi1.rubiconproject.com,25,1,2,0,1,0,0,0,0,0,0
debian.org,10,0,1,0,0,0,1,0,0,0,1
debian.org,10,0,1,0,0,0,1,0,0,0,1
senate.gov,10,0,1,0,0,0,0,0,0,0,1
senate.gov,10,0,1,0,0,0,0,0,0,0,1
senate.gov,10,0,1,0,0,0,0,0,0,0,1
senate.gov,10,0,1,0,0,0,0,0,0,0,1
senate.gov,10,0,1,0,0,0,0,0,0,0,1
senate.gov,10,0,1,0,0,0,0,0,0,0,1
senate.gov,10,0,1,0,0,0,0,0,0,0,1
senate.gov,10,0,1,0,0,0,0,0,0,0,1
senate.gov,10,0,1,0,0,0,0,0,0,0,1
senate.gov,10,0,1,0,0,0,0,0,0,0,1
s.webtrends.com,15,0,2,0,1,0,0,0,0,0,0
s.webtrends.com,15,0,2,0,1,0,0,0,0,0,0
s.webtrends.com,15,0,2,0,1,0,0,0,0,0,0
ocsp.entrust.net,16,0,2,0,0,1,0,0,0,0,0
ocsp.entrust.net,16,0,2,0,0,1,0,0,0,0,0
statse.webtrendslive.com,24,0,2,0,1,0,0,0,0,0,0
statse.webtrendslive.com,24,0,2,0,1,0,0,0,0,0,0
statse.webtrendslive.com,24,0,2,0,1,0,0,0,0,0,0
floor.senate.gov,16,0,2,0,0,0,0,0,0,0,0
floor.senate.gov,16,0,2,0,0,0,0,0,0,0,0
floor.senate.gov,16,0,2,0,0,0,0,0,0,0,0
floor.senate.gov,16,0,2,0,0,0,0,0,0,0,0
floor.senate.gov,16,0,2,0,0,0,0,0,0,0,0
wikihow.com,11,0,1,0,1,0,0,0,0,0,1
wikihow.com,11,0,1,0,1,0,0,0,0,0,1
wikihow.com,11,0,1,0,1,0,0,0,0,0,1
ikihow.com,10,0,1,0,1,0,0,0,0,0,1
ikihow.com,10,0,1,0,1,0,0,0,0,0,1
ikihow.com,10,0,1,0,1,0,0,0,0,0,1
ikihow.com,10,0,1,0,1,0,0,0,0,0,1
hosted-sip.civic.com,20,0,2,1,1,0,0,0,0,0,0
hosted-sip.civic.com,20,0,2,1,1,0,0,0,0,0,0
hosted-sip.civic.com,20,0,2,1,1,0,0,0,0,0,0
accounts.google.com,19,0,2,0,1,0,0,0,0,0,0
accounts.google.com,19,0,2,0,1,0,0,0,0,0,0
